steering,speed,basereward,reward
0,0.8,1,0.125
0,1.0,1,0.1435872943746294
0,1.2,1,0.16493848884661183
0,1.4,1,0.18946457081379978
0,1.6,1,0.21763764082403106
0,1.8,1,0.25000000000000006
0,2.0,1,0.2871745887492588
0,2.2,1,0.32987697769322366
0,2.4,1,0.37892914162759955
0,2.6,1,0.4352752816480621
0,2.8,1,0.5
0,3.0,1,0.5743491774985175
0,3.2,1,0.6597539553864473
0,3.4,1,0.7578582832551991
0,3.6,1,0.8705505632961242
0,3.8,1,1.0
0,4.0,1,0.8705505632961241
1,0.8,1,0.1339716828170366
1,1.0,1,0.1538930516681145
1,1.2,1,0.17677669529663687
1,1.4,1,0.20306309908905884
1,1.6,1,0.23325824788420185
1,1.8,1,0.2679433656340733
1,2.0,1,0.307786103336229
1,2.2,1,0.35355339059327373
1,2.4,1,0.4061261981781177
1,2.6,1,0.4665164957684037
1,2.8,1,0.5358867312681465
1,3.0,1,0.615572206672458
1,3.2,1,0.7071067811865475
1,3.4,1,0.8122523963562354
1,3.6,1,0.9330329915368074
1,3.8,1,0.9330329915368076
1,4.0,1,0.8122523963562357
2,0.8,1,0.1435872943746294
2,1.0,1,0.16493848884661177
2,1.2,1,0.1894645708137997
2,1.4,1,0.21763764082403103
2,1.6,1,0.25
2,1.8,1,0.2871745887492588
2,2.0,1,0.32987697769322355
2,2.2,1,0.37892914162759955
2,2.4,1,0.43527528164806206
2,2.6,1,0.5
2,2.8,1,0.5743491774985173
2,3.0,1,0.6597539553864471
2,3.2,1,0.7578582832551991
2,3.4,1,0.8705505632961241
2,3.6,1,1.0
2,3.8,1,0.8705505632961242
2,4.0,1,0.7578582832551991
3,0.8,1,0.1538930516681145
3,1.0,1,0.17677669529663687
3,1.2,1,0.20306309908905892
3,1.4,1,0.23325824788420185
3,1.6,1,0.2679433656340733
3,1.8,1,0.3077861033362291
3,2.0,1,0.35355339059327373
3,2.2,1,0.40612619817811785
3,2.4,1,0.4665164957684037
3,2.6,1,0.5358867312681466
3,2.8,1,0.615572206672458
3,3.0,1,0.7071067811865475
3,3.2,1,0.8122523963562357
3,3.4,1,0.9330329915368074
3,3.6,1,0.9330329915368074
3,3.8,1,0.8122523963562357
3,4.0,1,0.7071067811865475
4,0.8,1,0.16493848884661183
4,1.0,1,0.18946457081379978
4,1.2,1,0.21763764082403103
4,1.4,1,0.25
4,1.6,1,0.2871745887492588
4,1.8,1,0.3298769776932236
4,2.0,1,0.37892914162759955
4,2.2,1,0.4352752816480621
4,2.4,1,0.5
4,2.6,1,0.5743491774985175
4,2.8,1,0.6597539553864471
4,3.0,1,0.7578582832551991
4,3.2,1,0.8705505632961242
4,3.4,1,1.0
4,3.6,1,0.8705505632961241
4,3.8,1,0.7578582832551991
4,4.0,1,0.6597539553864471
5,0.8,1,0.17677669529663687
5,1.0,1,0.20306309908905892
5,1.2,1,0.2332582478842019
5,1.4,1,0.2679433656340733
5,1.6,1,0.30778610333622913
5,1.8,1,0.3535533905932738
5,2.0,1,0.40612619817811785
5,2.2,1,0.4665164957684038
5,2.4,1,0.5358867312681466
5,2.6,1,0.6155722066724583
5,2.8,1,0.7071067811865475
5,3.0,1,0.8122523963562357
5,3.2,1,0.9330329915368076
5,3.4,1,0.9330329915368074
5,3.6,1,0.8122523963562354
5,3.8,1,0.7071067811865475
5,4.0,1,0.615572206672458
6,0.8,1,0.1894645708137997
6,1.0,1,0.21763764082403103
6,1.2,1,0.25
6,1.4,1,0.28717458874925866
6,1.6,1,0.32987697769322355
6,1.8,1,0.3789291416275995
6,2.0,1,0.43527528164806206
6,2.2,1,0.5
6,2.4,1,0.5743491774985173
6,2.6,1,0.6597539553864471
6,2.8,1,0.7578582832551988
6,3.0,1,0.8705505632961241
6,3.2,1,1.0
6,3.4,1,0.8705505632961242
6,3.6,1,0.7578582832551991
6,3.8,1,0.6597539553864473
6,4.0,1,0.5743491774985175
7,0.8,1,0.20306309908905892
7,1.0,1,0.23325824788420185
7,1.2,1,0.2679433656340733
7,1.4,1,0.307786103336229
7,1.6,1,0.35355339059327373
7,1.8,1,0.40612619817811774
7,2.0,1,0.4665164957684037
7,2.2,1,0.5358867312681466
7,2.4,1,0.615572206672458
7,2.6,1,0.7071067811865475
7,2.8,1,0.8122523963562354
7,3.0,1,0.9330329915368074
7,3.2,1,0.9330329915368074
7,3.4,1,0.8122523963562357
7,3.6,1,0.7071067811865475
7,3.8,1,0.6155722066724583
7,4.0,1,0.5358867312681466
8,0.8,1,0.21763764082403103
8,1.0,1,0.25
8,1.2,1,0.2871745887492588
8,1.4,1,0.32987697769322355
8,1.6,1,0.37892914162759955
8,1.8,1,0.4352752816480621
8,2.0,1,0.5
8,2.2,1,0.5743491774985175
8,2.4,1,0.6597539553864471
8,2.6,1,0.7578582832551991
8,2.8,1,0.8705505632961241
8,3.0,1,1.0
8,3.2,1,0.8705505632961241
8,3.4,1,0.7578582832551991
8,3.6,1,0.6597539553864471
8,3.8,1,0.5743491774985175
8,4.0,1,0.5
9,0.8,1,0.2332582478842019
9,1.0,1,0.2679433656340733
9,1.2,1,0.3077861033362291
9,1.4,1,0.35355339059327373
9,1.6,1,0.40612619817811785
9,1.8,1,0.4665164957684037
9,2.0,1,0.5358867312681466
9,2.2,1,0.6155722066724583
9,2.4,1,0.7071067811865475
9,2.6,1,0.8122523963562357
9,2.8,1,0.9330329915368074
9,3.0,1,0.9330329915368074
9,3.2,1,0.8122523963562354
9,3.4,1,0.7071067811865475
9,3.6,1,0.615572206672458
9,3.8,1,0.5358867312681466
9,4.0,1,0.4665164957684037
10,0.8,1,0.25000000000000006
10,1.0,1,0.2871745887492588
10,1.2,1,0.3298769776932236
10,1.4,1,0.37892914162759955
10,1.6,1,0.4352752816480621
10,1.8,1,0.5000000000000001
10,2.0,1,0.5743491774985175
10,2.2,1,0.6597539553864473
10,2.4,1,0.7578582832551991
10,2.6,1,0.8705505632961242
10,2.8,1,1.0
10,3.0,1,0.8705505632961241
10,3.2,1,0.7578582832551988
10,3.4,1,0.6597539553864471
10,3.6,1,0.5743491774985173
10,3.8,1,0.5
10,4.0,1,0.43527528164806206
11,0.8,1,0.2679433656340733
11,1.0,1,0.307786103336229
11,1.2,1,0.3535533905932737
11,1.4,1,0.4061261981781177
11,1.6,1,0.4665164957684037
11,1.8,1,0.5358867312681466
11,2.0,1,0.615572206672458
11,2.2,1,0.7071067811865475
11,2.4,1,0.8122523963562354
11,2.6,1,0.9330329915368074
11,2.8,1,0.9330329915368076
11,3.0,1,0.8122523963562357
11,3.2,1,0.7071067811865475
11,3.4,1,0.6155722066724583
11,3.6,1,0.5358867312681466
11,3.8,1,0.4665164957684038
11,4.0,1,0.40612619817811785
12,0.8,1,0.2871745887492588
12,1.0,1,0.32987697769322355
12,1.2,1,0.3789291416275995
12,1.4,1,0.43527528164806206
12,1.6,1,0.5
12,1.8,1,0.5743491774985175
12,2.0,1,0.6597539553864471
12,2.2,1,0.7578582832551991
12,2.4,1,0.8705505632961241
12,2.6,1,1.0
12,2.8,1,0.8705505632961242
12,3.0,1,0.7578582832551991
12,3.2,1,0.6597539553864471
12,3.4,1,0.5743491774985175
12,3.6,1,0.5
12,3.8,1,0.4352752816480621
12,4.0,1,0.37892914162759955
13,0.8,1,0.3077861033362291
13,1.0,1,0.35355339059327373
13,1.2,1,0.40612619817811774
13,1.4,1,0.4665164957684037
13,1.6,1,0.5358867312681466
13,1.8,1,0.6155722066724582
13,2.0,1,0.7071067811865475
13,2.2,1,0.8122523963562357
13,2.4,1,0.9330329915368074
13,2.6,1,0.9330329915368074
13,2.8,1,0.8122523963562357
13,3.0,1,0.7071067811865475
13,3.2,1,0.615572206672458
13,3.4,1,0.5358867312681466
13,3.6,1,0.4665164957684037
13,3.8,1,0.40612619817811785
13,4.0,1,0.35355339059327373
14,0.8,1,0.3298769776932236
14,1.0,1,0.37892914162759955
14,1.2,1,0.4352752816480621
14,1.4,1,0.5
14,1.6,1,0.5743491774985175
14,1.8,1,0.6597539553864472
14,2.0,1,0.7578582832551991
